company,model,year,fuel_type,transmission,km_driven,owner_type,mileage,engine,price
Toyota,Innova,2015,CNG,Automatic,70518,First,13.77,2611,3230653
Mercedes,E-Class,2020,CNG,Automatic,8234,Third,10.15,2509,7444654
Honda,Jazz,2022,Petrol,Automatic,127274,First,27.66,837,1698181
BMW,3 Series,2021,Petrol,Manual,149558,Second,14.67,3286,4273402
Tata,Harrier,2022,Diesel,Manual,50742,Third,26.71,950,518816
Audi,A4,2017,Electric,Automatic,64756,First,300.0,2249,8315554
Maruti,Vitara Brezza,2020,Petrol,Manual,33616,Second,23.07,879,723169
Toyota,Innova,2020,CNG,Automatic,116797,First,12.86,2079,2884988
Mahindra,Thar,2021,CNG,Automatic,13167,Second,14.21,1828,4101090
Mercedes,C-Class,2016,Diesel,Automatic,138216,Third,12.99,4381,2568551
Mercedes,C-Class,2025,Diesel,Automatic,25563,Third,14.71,2316,8364424
Mercedes,GLA,2023,Electric,Manual,18482,Third,300.0,4486,11419772
Mahindra,Thar,2018,CNG,Manual,68720,Second,13.39,2241,2253689
Hyundai,Creta,2022,Electric,Automatic,97270,First,300.0,1373,2142239
Mercedes,C-Class,2022,Electric,Manual,37841,Third,300.0,4202,8980274
Audi,A4,2024,CNG,Automatic,87272,Second,8.57,2483,8985162
Honda,Jazz,2025,Diesel,Manual,9066,Second,19.21,970,1818765
Volkswagen,Tiguan,2016,Diesel,Manual,11273,Second,19.67,1506,507253
BMW,5 Series,2021,CNG,Manual,68290,Second,10.05,4916,6605433
Mahindra,Scorpio,2015,Petrol,Automatic,112184,Second,14.7,2791,1851760
Volkswagen,Tiguan,2017,Diesel,Manual,7040,First,23.93,1407,1699602
Volkswagen,Polo,2023,CNG,Manual,82948,First,21.41,1305,2088515
Mercedes,GLA,2021,CNG,Automatic,88513,Second,14.67,2730,4098334
Toyota,Glanza,2023,CNG,Automatic,96054,First,12.99,2083,3375022
Volkswagen,Polo,2017,CNG,Automatic,32818,Third,24.66,1037,574088
BMW,X5,2017,Petrol,Manual,146011,Third,8.05,2799,1350558
Tata,Punch,2021,Electric,Manual,82317,Second,300.0,912,826543
Ford,Endeavour,2019,Petrol,Manual,35529,Second,16.82,2224,2339401
Mahindra,XUV700,2023,CNG,Automatic,139439,Second,16.66,2876,2670940
Maruti,Ertiga,2016,CNG,Manual,14341,Third,24.27,1449,622636
Ford,EcoSport,2025,Diesel,Automatic,44697,Second,16.88,2492,5997608
Toyota,Fortuner,2023,Diesel,Manual,22632,Second,15.35,2504,3363901
Maruti,Ertiga,2019,Electric,Manual,96410,Third,300.0,1295,723127
Toyota,Camry,2025,Electric,Automatic,107815,Third,300.0,2724,4317150
Toyota,Fortuner,2019,Electric,Automatic,69853,Second,300.0,2856,2741968
Mahindra,Scorpio,2020,Electric,Manual,133234,Second,300.0,2730,1823621
Tata,Punch,2018,Electric,Manual,89722,Third,300.0,1067,1024044
Volkswagen,Vento,2021,CNG,Manual,132272,Second,20.19,1545,362470
Ford,EcoSport,2024,Diesel,Manual,33918,Third,15.66,2756,2307816
Maruti,Vitara Brezza,2015,Electric,Manual,92369,Third,300.0,1161,346154
BMW,3 Series,2020,Diesel,Manual,108684,Third,9.61,4940,3470370
Mahindra,Bolero,2018,Diesel,Manual,10250,First,12.62,2578,4193487
Maruti,Baleno,2019,CNG,Manual,69830,First,20.72,834,752499
Ford,Figo,2021,Diesel,Automatic,25061,First,15.03,1651,5148359
BMW,X5,2017,Petrol,Automatic,86838,First,10.98,3325,3141232
Volkswagen,Polo,2016,CNG,Automatic,81346,Second,18.93,1239,1036446
Volkswagen,Vento,2023,Diesel,Automatic,135294,First,21.94,1545,1622466
Hyundai,Venue,2018,Petrol,Automatic,122200,First,22.77,1178,597665
Mahindra,XUV700,2025,Petrol,Manual,49369,Third,17.19,1925,3877515
Hyundai,Creta,2021,Electric,Manual,134346,First,300.0,1058,1358353
Maruti,Alto,2024,Electric,Manual,59846,Second,300.0,1573,2416690
Mahindra,XUV700,2020,Electric,Automatic,26347,Third,300.0,1715,2222032
Maruti,Baleno,2023,Petrol,Manual,119714,First,18.39,916,1393609
Audi,Q5,2022,Diesel,Automatic,7427,Second,8.82,3215,10619132
Audi,A6,2023,CNG,Automatic,48501,Third,10.03,2579,6338677
Mahindra,Thar,2022,Electric,Manual,40478,Second,300.0,1836,4672090
Ford,EcoSport,2017,Electric,Manual,86747,First,300.0,2936,1780532
Mahindra,Scorpio,2015,Electric,Manual,96869,First,300.0,2803,1832144
Maruti,Baleno,2019,CNG,Automatic,85150,Third,24.25,1176,1140287
BMW,X5,2025,Diesel,Manual,44956,Third,13.11,2421,6552126
Mercedes,C-Class,2017,Electric,Automatic,77676,Third,300.0,4522,6376244
Maruti,Baleno,2018,Petrol,Manual,48206,First,26.75,1286,1076979
Maruti,Baleno,2023,Electric,Automatic,128650,Third,300.0,1134,687640
Ford,Endeavour,2021,Electric,Automatic,141835,Second,300.0,2149,4468636
Honda,Civic,2017,Electric,Automatic,70677,Second,300.0,1501,1645780
Honda,City,2020,Electric,Automatic,116169,Third,300.0,1018,784608
Honda,City,2018,Electric,Automatic,56088,Third,300.0,805,1154681
Mahindra,Thar,2023,Petrol,Automatic,77076,First,14.87,2814,2441995
Tata,Harrier,2025,Petrol,Manual,128419,Third,24.32,1422,1068987
Audi,Q5,2016,Petrol,Automatic,45158,First,13.15,4890,4218235
Hyundai,i20,2022,Petrol,Automatic,147628,First,27.83,1084,862339
Maruti,Alto,2025,CNG,Manual,101011,Third,18.14,1328,1137260
Audi,Q5,2015,Petrol,Manual,43669,Third,9.87,4985,2630109
Tata,Punch,2018,Electric,Manual,5845,Third,300.0,1118,1216355
Volkswagen,Tiguan,2016,Electric,Manual,28740,First,300.0,986,983386
Audi,A4,2017,Petrol,Manual,103180,Third,8.57,3885,2686504
Audi,Q5,2018,Diesel,Automatic,104433,First,10.01,4891,5544086
Mahindra,Bolero,2018,Diesel,Automatic,51428,First,13.56,2104,4123984
Volkswagen,Vento,2024,CNG,Automatic,142112,Third,26.3,1260,577328
Mercedes,E-Class,2017,Diesel,Automatic,80678,Second,10.4,2849,7185983
Tata,Nexon,2023,Diesel,Automatic,127601,First,18.31,1067,879294
Audi,A4,2022,Diesel,Automatic,89670,Third,11.95,3524,9440971
Mahindra,Scorpio,2025,CNG,Manual,115469,First,14.01,2473,5207635
Honda,Civic,2019,Diesel,Automatic,53800,Third,18.22,1570,1467825
Ford,Figo,2021,Electric,Manual,102836,Second,300.0,2730,3215537
Toyota,Fortuner,2021,Electric,Automatic,110054,Third,300.0,2714,3456938
Tata,Punch,2023,Diesel,Manual,92332,First,27.7,855,1521392
Honda,Civic,2022,Electric,Manual,5221,Second,300.0,1474,1348573
Hyundai,Creta,2018,Diesel,Automatic,69155,First,24.85,957,1409640
Honda,Civic,2016,Electric,Automatic,60703,Third,300.0,1283,1368790
Hyundai,Venue,2017,CNG,Manual,90750,Second,26.2,1089,935878
BMW,3 Series,2020,Electric,Manual,51703,First,300.0,2963,9445656
Maruti,Dzire,2024,Electric,Manual,65312,Third,300.0,941,628050
Ford,EcoSport,2020,Electric,Manual,44517,Second,300.0,2083,4117191
Ford,EcoSport,2017,Electric,Manual,26663,Second,300.0,2209,2024846
Ford,EcoSport,2017,CNG,Manual,137899,Third,16.12,2286,565149
Audi,A6,2021,Petrol,Automatic,72803,Second,8.81,4597,8379668
Volkswagen,Tiguan,2020,CNG,Manual,116166,First,25.6,1344,485404
Mahindra,Thar,2018,Electric,Automatic,126834,First,300.0,2076,3778417
Maruti,Dzire,2025,CNG,Automatic,93463,Second,20.96,1491,636480
Honda,Civic,2020,Electric,Manual,90100,Second,300.0,1104,714499
Maruti,Dzire,2021,Diesel,Manual,145243,First,19.26,896,655544
Ford,Endeavour,2020,Electric,Manual,142247,Third,300.0,2665,1053883
Maruti,Baleno,2024,Petrol,Automatic,25647,Third,27.27,1145,1484808
Maruti,Baleno,2019,Petrol,Automatic,55238,First,20.61,1384,1452638
BMW,3 Series,2015,CNG,Automatic,119542,First,13.23,3125,3143190
Audi,A4,2024,Electric,Manual,79688,Third,300.0,3116,5436435
Ford,Figo,2017,CNG,Automatic,88403,Second,13.33,1698,1147462
Toyota,Fortuner,2024,CNG,Automatic,115300,Third,15.57,2800,3334967
BMW,3 Series,2020,CNG,Automatic,121492,Second,11.23,2621,6163206
Honda,Jazz,2019,Electric,Manual,25606,Third,300.0,1446,1200696
BMW,5 Series,2019,CNG,Automatic,127520,Second,9.09,2121,6058845
Mahindra,Bolero,2021,Petrol,Automatic,133648,Third,14.25,1980,2385077
Mercedes,C-Class,2016,Electric,Manual,34001,First,300.0,4337,5789542
Ford,Figo,2021,CNG,Manual,78106,Second,16.62,2154,3561373
Audi,Q5,2025,CNG,Automatic,110897,First,13.3,4026,8704558
Volkswagen,Polo,2017,Electric,Automatic,144635,First,300.0,1142,765105
Hyundai,Venue,2024,Electric,Automatic,54512,Second,300.0,1451,1664263
Mercedes,GLA,2016,Electric,Manual,70520,Second,300.0,2681,6708599
Mahindra,Scorpio,2024,Electric,Manual,125001,First,300.0,2255,2968977
Toyota,Camry,2017,CNG,Manual,59265,First,14.77,2682,2224042
Volkswagen,Polo,2017,Electric,Manual,91837,Third,300.0,963,373230
Maruti,Vitara Brezza,2025,Electric,Automatic,23445,Second,300.0,1227,1667147
Mercedes,GLA,2023,Petrol,Automatic,20672,Second,13.68,3199,5544953
BMW,X5,2025,Electric,Automatic,32164,First,300.0,2597,23015517
Hyundai,Creta,2020,Electric,Automatic,68718,First,300.0,1294,1052028
Hyundai,Venue,2022,Diesel,Automatic,82409,Second,22.45,1505,1934288
Mercedes,E-Class,2024,Petrol,Manual,141781,First,8.18,3181,6201290
Tata,Harrier,2017,CNG,Automatic,120307,Third,20.95,1489,375699
Tata,Safari,2019,Diesel,Manual,84418,First,23.84,951,1016348
BMW,X5,2023,Electric,Automatic,49671,Third,300.0,3409,13915331
Mahindra,Thar,2021,Electric,Manual,131367,Third,300.0,1859,2064021
Hyundai,Verna,2018,CNG,Manual,44344,First,24.09,1084,742614
Mahindra,Bolero,2022,Petrol,Manual,58092,Third,15.99,2244,2824953
Mahindra,Scorpio,2019,Petrol,Manual,142087,Second,13.47,2007,1278353
Audi,A4,2018,Electric,Manual,74668,First,300.0,4260,6103566
Hyundai,Creta,2023,CNG,Manual,64660,First,23.86,1049,1964037
BMW,3 Series,2020,Petrol,Manual,35515,Second,8.58,3810,4814683
Mercedes,C-Class,2024,Electric,Automatic,7517,Third,300.0,4382,8311086
Volkswagen,Tiguan,2018,Electric,Manual,111736,Second,300.0,1415,670529
Volkswagen,Tiguan,2019,CNG,Automatic,70279,Third,20.75,1149,1260132
Volkswagen,Polo,2017,Electric,Manual,138574,Second,300.0,1281,504892
Ford,Figo,2019,Petrol,Automatic,146188,Second,13.16,1874,1276146
Toyota,Camry,2023,CNG,Automatic,128699,Third,16.11,1710,3055316
Audi,A4,2020,Diesel,Manual,50030,Second,12.27,2646,4870272
BMW,5 Series,2025,Electric,Automatic,73905,First,300.0,3933,12705937
Tata,Harrier,2020,CNG,Automatic,116489,Second,21.94,1376,1075112
Ford,EcoSport,2021,CNG,Manual,76881,Second,16.91,1539,1950909
Tata,Harrier,2020,Petrol,Automatic,105245,Second,23.58,1133,861112
Mercedes,GLA,2022,CNG,Manual,68737,First,10.28,2657,10017479
Mercedes,E-Class,2015,Electric,Automatic,78437,First,300.0,4485,3708451
Audi,A6,2019,CNG,Automatic,34106,Second,8.94,3932,4421706
Ford,EcoSport,2017,CNG,Manual,28070,Third,13.47,2397,2768296
Audi,A6,2023,CNG,Manual,22826,First,12.98,4864,10225795
Mahindra,Bolero,2018,Diesel,Automatic,64685,Second,14.17,2443,2410508
Tata,Harrier,2024,Petrol,Manual,112683,First,21.96,1237,1784995
BMW,3 Series,2023,CNG,Manual,119611,Third,14.72,2131,4604104
Volkswagen,Vento,2024,CNG,Manual,24805,Third,18.92,1378,780356
BMW,3 Series,2024,Electric,Manual,117970,First,300.0,3134,6602542
Hyundai,Creta,2025,CNG,Automatic,118350,Third,22.01,821,931635
Ford,EcoSport,2015,Diesel,Automatic,44451,Second,17.13,2030,3611315
Mahindra,Bolero,2025,Diesel,Automatic,45004,Third,16.64,1886,3118849
Hyundai,i20,2023,Petrol,Manual,96362,Third,21.27,870,985500
Audi,A4,2018,CNG,Manual,76061,Second,14.55,2954,4194298
Maruti,Baleno,2022,Petrol,Automatic,121379,First,26.54,1561,992837
Volkswagen,Vento,2021,Diesel,Manual,37676,Second,27.69,895,2071450
BMW,3 Series,2017,Diesel,Manual,98949,Second,10.91,3297,3930072
BMW,5 Series,2022,CNG,Manual,9232,Second,10.66,2029,8953979
Hyundai,Verna,2020,CNG,Manual,83825,Second,28.0,1034,546165
Ford,Endeavour,2015,CNG,Automatic,41893,First,13.06,2009,1183895
Honda,Amaze,2022,Petrol,Manual,60004,Third,24.61,1557,1149283
Honda,Jazz,2017,Diesel,Manual,52609,Third,26.79,1173,507073
Maruti,Ertiga,2018,CNG,Automatic,102827,Third,24.22,1071,348640
Mahindra,Scorpio,2022,Petrol,Manual,17189,Second,14.26,2604,5279159
Honda,Amaze,2016,Petrol,Automatic,29149,First,27.88,1229,828667
Volkswagen,Vento,2023,Electric,Manual,5189,Third,300.0,1118,1398603
Audi,Q5,2020,Petrol,Automatic,56455,Second,9.54,2515,5389003
Honda,Amaze,2025,Petrol,Manual,110863,Third,26.87,1089,520419
Tata,Tiago,2025,CNG,Automatic,126149,Third,23.91,1484,1467095
Tata,Tiago,2020,Electric,Automatic,43068,Third,300.0,1393,694647
Ford,Figo,2015,Diesel,Manual,42474,First,12.2,2799,1934721
Mahindra,Scorpio,2024,Electric,Automatic,54217,Second,300.0,2787,7332943
Toyota,Glanza,2024,CNG,Automatic,78218,First,16.61,2842,4264145
Honda,Civic,2020,Electric,Automatic,30297,Third,300.0,1484,2088079
Mahindra,Bolero,2025,Petrol,Manual,64539,First,16.98,2436,2702596
Tata,Tiago,2020,CNG,Automatic,26749,Second,19.83,1316,1925439
Audi,A4,2015,Diesel,Automatic,44785,Third,14.02,4305,5292991
BMW,5 Series,2023,Diesel,Manual,46615,Second,12.76,2410,7440391
Honda,Jazz,2018,CNG,Manual,82724,Second,27.01,1199,1108034
Volkswagen,Vento,2017,CNG,Manual,70884,First,23.56,1525,909241
Mercedes,GLA,2016,Petrol,Automatic,42694,First,13.76,3969,5575172
Honda,Jazz,2021,Diesel,Manual,23489,Second,27.63,1031,1253182
Ford,EcoSport,2024,Diesel,Manual,42331,Second,13.65,2876,3542516
Hyundai,Grand i10,2019,Petrol,Automatic,119890,First,26.22,1105,1270019
Mahindra,Thar,2015,Electric,Automatic,127296,First,300.0,2372,3063810
Toyota,Fortuner,2016,CNG,Manual,134638,Third,17.78,2936,1148251
Hyundai,Verna,2019,CNG,Automatic,70863,Second,18.83,1165,696050
Volkswagen,Polo,2024,Electric,Manual,118709,Third,300.0,1481,1504976
Mercedes,E-Class,2024,Electric,Manual,33258,Third,300.0,4418,5972198
Hyundai,Creta,2020,Electric,Automatic,15450,Third,300.0,1155,2200702
Mercedes,GLA,2015,Electric,Automatic,11721,Third,300.0,2884,3448261
Mahindra,Scorpio,2019,Electric,Manual,124701,Third,300.0,2019,1909490
Toyota,Camry,2022,Petrol,Automatic,73989,Second,13.26,1828,4701680
Ford,Endeavour,2017,Electric,Manual,97223,Second,300.0,2762,1860168
Tata,Nexon,2016,Electric,Automatic,135336,Third,300.0,1454,745641
Volkswagen,Vento,2020,Electric,Automatic,49182,First,300.0,1130,1586781
BMW,X5,2025,CNG,Manual,24905,Second,8.65,2813,10670117
Honda,Civic,2023,CNG,Automatic,105988,First,26.45,906,1451970
Hyundai,Verna,2018,Electric,Manual,148651,First,300.0,958,751901
Toyota,Innova,2018,Diesel,Automatic,61614,Third,12.07,1797,2318033
Mercedes,E-Class,2022,Electric,Manual,53773,Second,300.0,4124,13005973
Ford,Figo,2019,CNG,Automatic,102053,Second,17.4,2246,1984195
Mahindra,Scorpio,2017,CNG,Manual,38754,Third,17.89,1697,2536154
BMW,5 Series,2016,Diesel,Automatic,63710,Third,9.88,3905,2736986
Volkswagen,Vento,2024,Electric,Manual,10797,First,300.0,1373,1337951
Volkswagen,Tiguan,2017,Petrol,Automatic,77375,First,20.52,1383,510141
Volkswagen,Vento,2017,Electric,Manual,123518,Third,300.0,1117,644776
Mercedes,GLA,2021,Diesel,Automatic,18886,First,13.28,4916,14496185
Hyundai,Grand i10,2016,Electric,Manual,56018,Third,300.0,1054,674240
Maruti,Vitara Brezza,2022,Petrol,Automatic,29683,First,23.74,1213,2364763
Ford,Figo,2022,Diesel,Automatic,30129,First,14.13,2137,6526018
Volkswagen,Polo,2017,CNG,Automatic,64412,First,27.86,1159,625067
Hyundai,Grand i10,2019,Petrol,Manual,20504,Third,21.73,1499,619317
BMW,3 Series,2015,CNG,Automatic,12249,Second,11.94,4326,3823951
Toyota,Glanza,2017,Diesel,Automatic,45546,First,14.25,2728,2813502
Honda,Amaze,2022,Petrol,Manual,36531,Third,27.35,1119,634498
Honda,Amaze,2016,Electric,Manual,45698,Third,300.0,1427,1246926
BMW,5 Series,2022,Petrol,Manual,69545,Second,8.99,3497,7407477
Ford,EcoSport,2020,Petrol,Automatic,30894,Third,12.55,2564,4300369
BMW,X5,2024,Electric,Manual,88969,Second,300.0,2554,6599042
Audi,A6,2021,Electric,Automatic,133572,First,300.0,2097,7985249
Mercedes,E-Class,2019,Electric,Automatic,19448,Third,300.0,4160,7129545
Tata,Punch,2024,Diesel,Automatic,17571,Third,18.28,1347,1671765
Mahindra,Scorpio,2025,Electric,Manual,102209,Third,300.0,2894,2317201
Honda,Amaze,2020,Petrol,Manual,59194,Second,24.4,1384,402558
Ford,EcoSport,2016,CNG,Manual,91704,First,17.92,1862,1605808
Ford,EcoSport,2017,Diesel,Manual,72681,Third,16.08,2365,2577104
Audi,Q5,2019,Electric,Manual,113433,Second,300.0,3544,4695198
Volkswagen,Vento,2024,Petrol,Automatic,122736,First,24.63,931,1068452
Hyundai,i20,2017,Electric,Manual,145755,First,300.0,1135,820783
Ford,Endeavour,2023,CNG,Automatic,73550,Third,16.57,1722,3470496
Toyota,Fortuner,2023,Electric,Manual,140849,First,300.0,1573,1898954
Maruti,Ertiga,2017,Petrol,Manual,119281,First,21.71,1430,499707
Maruti,Vitara Brezza,2023,Diesel,Manual,88341,Third,23.69,844,681965
Tata,Tiago,2020,Electric,Manual,19792,Third,300.0,1200,1291638
Toyota,Innova,2025,Diesel,Automatic,120047,Third,17.23,1551,1766324
Mercedes,GLA,2019,Diesel,Manual,88244,Third,8.78,2232,2649847
BMW,3 Series,2024,Diesel,Automatic,15074,Second,14.31,2587,9050222
Maruti,Dzire,2015,Electric,Manual,14226,First,300.0,1377,563022
Volkswagen,Tiguan,2025,Electric,Automatic,106388,Third,300.0,1260,1312647
Mercedes,E-Class,2020,Electric,Automatic,124071,First,300.0,4197,6217385
Audi,Q5,2017,Electric,Automatic,101489,First,300.0,2085,6345501
Volkswagen,Vento,2023,Diesel,Automatic,97521,First,27.42,1013,2215656
Volkswagen,Tiguan,2022,Electric,Automatic,100305,Second,300.0,1145,1719261
BMW,3 Series,2018,Diesel,Manual,56013,Third,12.62,4987,5318420
BMW,5 Series,2020,CNG,Manual,42049,Second,8.76,3926,7151105
Mercedes,E-Class,2015,Diesel,Manual,149623,Second,12.62,2641,3393654
Volkswagen,Polo,2018,Electric,Manual,45856,Second,300.0,1456,922320
Mahindra,Bolero,2018,Diesel,Automatic,144090,Second,17.26,2786,1288169
Hyundai,i20,2015,Petrol,Automatic,87128,First,20.03,1165,665353
Tata,Nexon,2020,CNG,Automatic,93767,Second,19.75,1520,1002750
BMW,3 Series,2017,Diesel,Automatic,144540,First,10.87,4532,6396123
Volkswagen,Tiguan,2019,Diesel,Manual,43442,Third,18.97,1255,412467
Ford,Endeavour,2021,Electric,Manual,99996,First,300.0,2403,2692948
Maruti,Ertiga,2025,CNG,Automatic,101984,First,19.77,870,1688490
Honda,City,2025,Diesel,Automatic,26777,Second,24.03,1163,2653542
Mercedes,E-Class,2017,CNG,Automatic,139590,First,14.87,3147,2456214
Honda,City,2025,Diesel,Automatic,122684,Second,21.38,1243,1353894
Audi,A6,2025,Petrol,Automatic,13224,Third,14.1,2535,5194527
Maruti,Alto,2021,Diesel,Automatic,106815,Second,24.95,836,1161672
Mahindra,Thar,2023,Electric,Automatic,94686,Third,300.0,1771,3122579
Volkswagen,Vento,2019,Petrol,Automatic,27228,Third,27.13,1482,1692804
Maruti,Baleno,2016,Diesel,Manual,102881,First,19.54,866,752857
Hyundai,i20,2015,CNG,Manual,125786,First,26.73,1446,369304
Maruti,Vitara Brezza,2017,Diesel,Manual,29039,First,27.51,1535,479972
Audi,A4,2018,Petrol,Manual,88992,Second,11.71,4561,5780516
Volkswagen,Tiguan,2017,Electric,Automatic,21060,Third,300.0,1253,461157
Toyota,Camry,2017,Diesel,Manual,24865,Third,13.12,1885,2269955
Toyota,Innova,2021,CNG,Automatic,79816,Third,14.56,1946,2733008
BMW,3 Series,2025,CNG,Automatic,21948,First,8.44,2252,14151131
Maruti,Dzire,2021,Petrol,Automatic,28129,First,23.88,1126,2094851
Mercedes,GLA,2016,CNG,Automatic,98877,Second,10.59,3967,4369824
Mahindra,XUV700,2018,Diesel,Manual,97509,Third,14.79,2339,2044564
Ford,Endeavour,2022,Electric,Manual,106073,First,300.0,2359,2696788
Ford,Figo,2017,Electric,Automatic,118870,First,300.0,2855,2110836
Honda,Amaze,2016,Petrol,Automatic,44295,Second,21.37,1077,425788
Honda,Civic,2023,CNG,Manual,132542,First,25.24,1421,1296920
Honda,Jazz,2025,Petrol,Automatic,22539,First,25.06,1131,2074437
BMW,5 Series,2018,Electric,Automatic,85742,First,300.0,4586,8417938
Ford,Figo,2016,Diesel,Automatic,102872,Second,17.18,2910,2259410
Volkswagen,Polo,2015,Electric,Automatic,69516,Second,300.0,1014,980561
Mahindra,Bolero,2019,CNG,Automatic,55954,Third,17.79,1760,3739933
Toyota,Innova,2018,Electric,Automatic,87171,First,300.0,2546,4246943
Mercedes,E-Class,2016,Electric,Automatic,74732,Third,300.0,2274,4410377
Tata,Tiago,2020,Petrol,Automatic,63545,First,18.03,1448,1732912
Volkswagen,Tiguan,2017,CNG,Automatic,87357,Second,26.83,1419,757123
Audi,A4,2024,Petrol,Automatic,20876,Third,11.66,2798,10267496
Ford,Endeavour,2015,CNG,Automatic,42764,First,12.15,2106,4163540
Ford,EcoSport,2020,Electric,Manual,105144,Second,300.0,2637,3467857
Hyundai,Verna,2022,CNG,Manual,123838,Third,19.63,1091,451290
Maruti,Swift,2015,CNG,Automatic,42159,Second,26.32,1122,1050577
Audi,A6,2025,CNG,Automatic,90618,First,13.85,4511,5668700
Mahindra,Scorpio,2023,Petrol,Manual,21745,Second,12.84,1639,2322077
Toyota,Fortuner,2020,CNG,Automatic,113171,First,16.51,2203,3587748
Maruti,Dzire,2021,Electric,Manual,28454,Third,300.0,1012,890134
Tata,Tiago,2018,Petrol,Manual,64118,First,18.42,1290,923729
Honda,Amaze,2023,CNG,Automatic,108758,Second,23.1,819,1177248
Audi,Q5,2021,Petrol,Manual,14438,First,9.61,2855,9778594
Hyundai,Grand i10,2020,Diesel,Automatic,44912,First,18.07,1349,1588902
Mahindra,Bolero,2017,Diesel,Automatic,56320,Second,17.39,2169,2876247
Tata,Safari,2015,Electric,Automatic,53452,First,300.0,915,838617
Toyota,Innova,2024,CNG,Manual,84526,Third,14.78,2239,3836357
Mercedes,E-Class,2018,Petrol,Automatic,61734,First,14.02,2741,5861165
Ford,Figo,2020,Electric,Automatic,48321,Third,300.0,2506,4869964
Audi,A4,2016,Petrol,Manual,18114,First,14.63,2045,2978931
Ford,Figo,2024,Diesel,Manual,101482,First,15.87,1940,4313297
Mahindra,Scorpio,2019,Electric,Manual,14173,Second,300.0,1745,3363651
Toyota,Fortuner,2025,Petrol,Automatic,8760,First,12.52,1730,5044923
Mercedes,GLA,2023,CNG,Automatic,130757,First,13.12,2259,4925425
Ford,Figo,2021,Petrol,Manual,118374,Second,14.47,2453,1049741
Maruti,Vitara Brezza,2016,CNG,Automatic,130611,Third,26.02,1007,243459
Toyota,Innova,2022,Petrol,Manual,119122,Third,17.71,2644,2467245
Maruti,Alto,2020,Petrol,Automatic,128856,Second,19.64,1357,1075274
BMW,3 Series,2020,CNG,Automatic,110324,First,11.27,3524,7090906
Honda,Jazz,2025,Electric,Automatic,27661,Second,300.0,1416,1602481
